siteName;pageName;date;currency;generatedAt;revenueDisplay;revenuePerformance;revenueSubscriptions;revenueLicencing;revenueAIUsage;revenue;visits;impressions;clicksOCNetwork;clicksAd;ecpm;cpc;pageCtr;premiumQuality;standardQuality;lowQuality;Licenced;usageAI;earningsCNFTlicence;newSubscriptions;topics;promotionsCount;OCNetworkImpressions;OCNetworkClicks;OCNetworkRevenueDisplay;OCNetworkRevenuePerformance;OCNetworkRevenueSubscriptions;OCNetworkRevenueLicencing;OCNetworkRevenueAIUsage;;;VisitsUntergrenze;Visits Obergrenze;CPM;CPC;LicenceFee;AIUsageFee
ocoso.io;Your network for publishing;17.01.25;CUSD;08.01.25;0,096;35;16;0;0;51,096;48;192;58;14;9,810432;2,5;7%;0,188%;31,314%;68%;0;0;0;4;"IAB1-3 – Technology & Computing , Gadgets;
IAB2-8 – Arts & Entertainment, Music;
IAB3-5 – Automotive, Motorsports;
IAB4-2 – Business, Entrepreneurship;
IAB6-7 – Education, Special Education;";1900;25483;50966;50,966;17838,1;23901,85137;2187,370545;1093,685273;;;21,87370545;119,5092569;0,5;2,5;10;0,02
ocoso.io;Your network for publishing;18.01.25;CUSD;08.01.25;0,0432;28;16;0;0;44,0432;36;144;101;14;6,3422208;2;10%;0,098%;36,328%;64%;0;0;0;4;"IAB1-3 – Technology & Computing , Gadgets;
IAB2-8 – Arts & Entertainment, Music;
IAB3-5 – Automotive, Motorsports;
IAB4-2 – Business, Entrepreneurship;
IAB6-7 – Education, Special Education;";1688;22377;89508;179,016;13426,2;24379,8884;2209,244251;1104,622125;;;22,09244251;121,899442;0,3;2;10;0,02
ocoso.io;Your network for publishing;19.01.25;CUSD;08.01.25;0,0327;6;20;0;0,02;26,0527;109;109;44;3;2,8397443;2;3%;0,126%;76,844%;23%;0;1;0;5;"IAB1-3 – Technology & Computing , Gadgets;
IAB2-8 – Arts & Entertainment, Music;
IAB3-5 – Automotive, Motorsports;
IAB4-2 – Business, Entrepreneurship;
IAB6-7 – Education, Special Education;";1361;23221;23221;69,663;16254,7;24867,48617;2231,336693;1115,668347;;;22,31336693;124,3374308;0,3;2;10;0,02
ocoso.io;Your network for publishing;20.01.25;CUSD;08.01.25;0,3392;117;8;0;0,04;125,3792;106;424;382;39;53,1607808;3;9%;0,271%;6,413%;93%;0;2;0;2;"IAB1-3 – Technology & Computing , Gadgets;
IAB2-8 – Arts & Entertainment, Music;
IAB3-5 – Automotive, Motorsports;
IAB4-2 – Business, Entrepreneurship;
IAB6-7 – Education, Special Education;";366;28374;85122;85,122;8512,2;25364,83589;2253,65006;1126,82503;;;22,5365006;126,8241795;0,8;3;10;0,02
ocoso.io;Your network for publishing;21.01.25;CUSD;08.01.25;0,3648;55,8;16;0;0,02;72,1848;76;304;91;31;21,9441792;1,8;10%;0,505%;22,193%;77%;0;1;0;4;"IAB1-3 – Technology & Computing , Gadgets;
IAB2-8 – Arts & Entertainment, Music;
IAB3-5 – Automotive, Motorsports;
IAB4-2 – Business, Entrepreneurship;
IAB6-7 – Education, Special Education;";1368;24773;74319;148,638;37159,5;25872,13261;2276,186561;1138,09328;;;22,76186561;129,360663;1,2;1,8;10;0,02
ocoso.io;Your network for publishing;22.01.25;CUSD;08.01.25;0,6496;39,6;8;0;0,02;48,2696;116;464;232;33;22,3970944;1,2;7%;1,346%;16,615%;82%;0;1;0;2;"IAB1-3 – Technology & Computing , Gadgets;
IAB2-8 – Arts & Entertainment, Music;
IAB3-5 – Automotive, Motorsports;
IAB4-2 – Business, Entrepreneurship;
IAB6-7 – Education, Special Education;";983;20746;82984;82,984;29044,4;26389,57526;2298,948426;1149,474213;;;22,98948426;131,9478763;1,4;1,2;10;0,02
ocoso.io;Your network for publishing;23.01.25;CUSD;08.01.25;0,035;15,6;8;0;0;23,635;35;70;14;6;1,65445;2,6;9%;0,148%;33,848%;66%;0;0;0;2;"IAB1-3 – Technology & Computing , Gadgets;
IAB2-8 – Arts & Entertainment, Music;
IAB3-5 – Automotive, Motorsports;
IAB4-2 – Business, Entrepreneurship;
IAB6-7 – Education, Special Education;";120;20199;60597;121,194;22218,9;26917,36677;2321,937911;1160,968955;;;23,21937911;134,5868338;0,5;2,6;10;0,02
ocoso.io;Your network for publishing;24.01.25;CUSD;08.01.25;0,0416;6,3;12;0;0,02;18,3616;26;52;31;3;0,9548032;2,1;6%;0,227%;65,463%;34%;0;1;0;3;"IAB1-3 – Technology & Computing , Gadgets;
IAB2-8 – Arts & Entertainment, Music;
IAB3-5 – Automotive, Motorsports;
IAB4-2 – Business, Entrepreneurship;
IAB6-7 – Education, Special Education;";1027;29913;119652;239,304;23930,4;27455,7141;2345,15729;1172,578645;;;23,4515729;137,2785705;0,8;2,1;10;0,02
ocoso.io;Your network for publishing;25.01.25;CUSD;08.01.25;0,0972;17,6;8;0;0,02;25,7172;36;108;11;11;2,7774576;1,6;10%;0,378%;31,185%;68%;0;1;0;2;"IAB1-3 – Technology & Computing , Gadgets;
IAB2-8 – Arts & Entertainment, Music;
IAB3-5 – Automotive, Motorsports;
IAB4-2 – Business, Entrepreneurship;
IAB6-7 – Education, Special Education;";1991;28783;28783;28,783;20148,1;28004,82838;2368,608863;1184,304431;;;23,68608863;140,0241419;0,9;1,6;10;0,02
ocoso.io;Your network for publishing;26.01.25;CUSD;08.01.25;0,0252;10,5;20;0;0,02;30,5452;63;63;32;7;1,9243476;1,5;11%;0,083%;65,542%;34%;0;1;0;5;"IAB1-3 – Technology & Computing , Gadgets;
IAB2-8 – Arts & Entertainment, Music;
IAB3-5 – Automotive, Motorsports;
IAB4-2 – Business, Entrepreneurship;
IAB6-7 – Education, Special Education;";655;27868;83604;250,812;33441,6;28564,92495;2392,294951;1196,147476;;;23,92294951;142,8246248;0,4;1,5;10;0,02
ocoso.io;Your network for publishing;27.01.25;CUSD;08.01.25;0,0645;8,4;8;0;0;16,4645;43;43;30;4;0,7079735;2,1;9%;0,392%;48,589%;51%;0;0;0;2;"IAB1-3 – Technology & Computing , Gadgets;
IAB2-8 – Arts & Entertainment, Music;
IAB3-5 – Automotive, Motorsports;
IAB4-2 – Business, Entrepreneurship;
IAB6-7 – Education, Special Education;";1663;29811;59622;59,622;20867,7;29136,22345;2416,217901;1208,10895;;;24,16217901;145,6811173;1,5;2,1;10;0,02
ocoso.io;Your network for publishing;28.01.25;CUSD;08.01.25;0,07;11,2;16;0;0,02;27,29;25;50;50;4;1,3645;2,8;8%;0,257%;58,703%;41%;0;1;0;4;"IAB1-3 – Technology & Computing , Gadgets;
IAB2-8 – Arts & Entertainment, Music;
IAB3-5 – Automotive, Motorsports;
IAB4-2 – Business, Entrepreneurship;
IAB6-7 – Education, Special Education;";1430;23769;47538;47,538;30899,7;29718,94792;2440,38008;1220,19004;;;24,4038008;148,5947396;1,4;2,8;10;0,02
ocoso.io;Your network for publishing;29.01.25;CUSD;08.01.25;0,0516;7;20;0;0,02;27,0716;86;86;17;7;2,3281576;1;8%;0,191%;73,952%;26%;0;1;0;5;"IAB1-3 – Technology & Computing , Gadgets;
IAB2-8 – Arts & Entertainment, Music;
IAB3-5 – Automotive, Motorsports;
IAB4-2 – Business, Entrepreneurship;
IAB6-7 – Education, Special Education;";687;24199;96796;290,388;14519,4;30313,32688;2464,783881;1232,39194;;;24,64783881;151,5666344;0,6;1;10;0,02
ocoso.io;Your network for publishing;30.01.25;CUSD;08.01.25;0,1632;9;12;0;0,02;21,1832;102;204;20;5;4,3213728;1,8;2%;0,770%;56,743%;42%;0;1;0;3;"IAB1-3 – Technology & Computing , Gadgets;
IAB2-8 – Arts & Entertainment, Music;
IAB3-5 – Automotive, Motorsports;
IAB4-2 – Business, Entrepreneurship;
IAB6-7 – Education, Special Education;";1077;22850;91400;91,4;22850;30919,59342;2489,43172;1244,71586;;;24,8943172;154,5979671;0,8;1,8;10;0,02
ocoso.io;Your network for publishing;31.01.25;CUSD;08.01.25;0,3069;10,8;20;10;0;41,1069;93;279;251;12;11,4688251;0,9;4%;0,747%;72,980%;26%;1;0;10;5;"IAB1-3 – Technology & Computing , Gadgets;
IAB2-8 – Arts & Entertainment, Music;
IAB3-5 – Automotive, Motorsports;
IAB4-2 – Business, Entrepreneurship;
IAB6-7 – Education, Special Education;";1345;26241;26241;78,723;7872,3;31537,98528;2514,326037;1257,163018;;;25,14326037;157,6899264;1,1;0,9;10;0,02
ocoso.io;Your network for publishing;01.02.25;CUSD;08.01.25;0,0882;12,5;4;10;0;26,5882;98;98;98;5;2,6056436;2,5;5%;0,332%;52,655%;47%;1;0;10;1;"IAB1-3 – Technology & Computing , Gadgets;
IAB2-8 – Arts & Entertainment, Music;
IAB3-5 – Automotive, Motorsports;
IAB4-2 – Business, Entrepreneurship;
IAB6-7 – Education, Special Education;";139;25936;25936;77,808;20748,8;32168,74499;2539,469297;1269,734649;;;25,39469297;160,8437249;0,9;2,5;10;0,02
ocoso.io;Your network for publishing;02.02.25;CUSD;08.01.25;0,104;22,1;12;10;0,02;44,224;130;260;26;17;11,49824;1,3;7%;0,235%;49,792%;50%;1;1;10;3;"IAB1-3 – Technology & Computing , Gadgets;
IAB2-8 – Arts & Entertainment, Music;
IAB3-5 – Automotive, Motorsports;
IAB4-2 – Business, Entrepreneurship;
IAB6-7 – Education, Special Education;";1539;21485;21485;42,97;23633,5;32812,11989;2564,86399;1282,431995;;;25,6486399;164,0605994;0,4;1,3;10;0,02
ocoso.io;Your network for publishing;03.02.25;CUSD;08.01.25;0,0736;14,7;8;10;0;32,7736;46;184;147;7;6,0303424;2,1;4%;0,225%;54,922%;45%;1;0;10;2;"IAB1-3 – Technology & Computing , Gadgets;
IAB2-8 – Arts & Entertainment, Music;
IAB3-5 – Automotive, Motorsports;
IAB4-2 – Business, Entrepreneurship;
IAB6-7 – Education, Special Education;";1409;23546;94184;282,552;7063,8;33468,36229;2590,51263;1295,256315;;;25,9051263;167,3418114;0,4;2,1;10;0,02
ocoso.io;Your network for publishing;04.02.25;CUSD;08.01.25;0,0406;18,9;16;10;0,02;44,9606;58;58;23;7;2,6077148;2,7;12%;0,090%;57,873%;42%;1;1;10;4;"IAB1-3 – Technology & Computing , Gadgets;
IAB2-8 – Arts & Entertainment, Music;
IAB3-5 – Automotive, Motorsports;
IAB4-2 – Business, Entrepreneurship;
IAB6-7 – Education, Special Education;";127;28403;56806;170,418;25562,7;34137,72953;2616,417756;1308,208878;;;26,16417756;170,6886477;0,7;2,7;10;0,02
ocoso.io;Your network for publishing;05.02.25;CUSD;08.01.25;0,3332;12,1;12;10;0;34,4332;119;476;476;11;16,3902032;1,1;2%;0,968%;63,892%;35%;1;0;10;3;"IAB1-3 – Technology & Computing , Gadgets;
IAB2-8 – Arts & Entertainment, Music;
IAB3-5 – Automotive, Motorsports;
IAB4-2 – Business, Entrepreneurship;
IAB6-7 – Education, Special Education;";413;27494;109976;329,928;30243,4;34820,48412;2642,581934;1321,290967;;;26,42581934;174,1024206;0,7;1,1;10;0,02
ocoso.io;Your network for publishing;06.02.25;CUSD;08.01.25;0,0728;13,6;12;10;0,04;35,7128;91;182;55;8;6,4997296;1,7;4%;0,204%;61,715%;38%;1;2;10;3;"IAB1-3 – Technology & Computing , Gadgets;
IAB2-8 – Arts & Entertainment, Music;
IAB3-5 – Automotive, Motorsports;
IAB4-2 – Business, Entrepreneurship;
IAB6-7 – Education, Special Education;";293;28626;28626;57,252;17175,6;35516,89381;2669,007753;1334,503877;;;26,69007753;177,584469;0,4;1,7;10;0,02
ocoso.io;Your network for publishing;07.02.25;CUSD;08.01.25;0,141;37,7;12;10;0,02;59,861;94;282;56;29;16,880802;1,3;10%;0,236%;36,785%;63%;1;1;10;3;"IAB1-3 – Technology & Computing , Gadgets;
IAB2-8 – Arts & Entertainment, Music;
IAB3-5 – Automotive, Motorsports;
IAB4-2 – Business, Entrepreneurship;
IAB6-7 – Education, Special Education;";1081;24239;72717;72,717;16967,3;36227,23168;2695,697831;1347,848915;;;26,95697831;181,1361584;0,5;1,3;10;0,02
ocoso.io;Your network for publishing;08.02.25;CUSD;08.01.25;0,0552;3;12;10;0;25,0552;69;69;28;2;1,7288088;1,5;3%;0,220%;87,806%;12%;1;0;10;3;"IAB1-3 – Technology & Computing , Gadgets;
IAB2-8 – Arts & Entertainment, Music;
IAB3-5 – Automotive, Motorsports;
IAB4-2 – Business, Entrepreneurship;
IAB6-7 – Education, Special Education;";813;25441;101764;305,292;12720,5;36951,77632;2722,654809;1361,327404;;;27,22654809;184,7588816;0,8;1,5;10;0,02
ocoso.io;Your network for publishing;09.02.25;CUSD;08.01.25;0,163;25,3;4;10;0,02;39,483;163;163;130;11;6,435729;2,3;7%;0,413%;35,509%;64%;1;1;10;1;"IAB1-3 – Technology & Computing , Gadgets;
IAB2-8 – Arts & Entertainment, Music;
IAB3-5 – Automotive, Motorsports;
IAB4-2 – Business, Entrepreneurship;
IAB6-7 – Education, Special Education;";632;25089;100356;200,712;10035,6;37690,81184;2749,881357;1374,940679;;;27,49881357;188,4540592;1;2,3;10;0,02
ocoso.io;Your network for publishing;10.02.25;CUSD;08.01.25;0,1898;13,3;12;10;0,02;35,5098;146;146;102;7;5,1844308;1,9;5%;0,535%;62,011%;37%;1;1;10;3;"IAB1-3 – Technology & Computing , Gadgets;
IAB2-8 – Arts & Entertainment, Music;
IAB3-5 – Automotive, Motorsports;
IAB4-2 – Business, Entrepreneurship;
IAB6-7 – Education, Special Education;";161;26944;107776;107,776;13472;38444,62808;2777,380171;1388,690085;;;27,77380171;192,2231404;1,3;1,9;10;0,02
ocoso.io;Your network for publishing;11.02.25;CUSD;08.01.25;0,438;27;16;10;0,02;53,458;73;292;88;27;15,609736;1;9%;0,819%;48,674%;51%;1;1;10;4;"IAB1-3 – Technology & Computing , Gadgets;
IAB2-8 – Arts & Entertainment, Music;
IAB3-5 – Automotive, Motorsports;
IAB4-2 – Business, Entrepreneurship;
IAB6-7 – Education, Special Education;";280;23129;23129;69,387;30067,7;39213,52064;2805,153972;1402,576986;;;28,05153972;196,0676032;1,5;1;10;0,02
ocoso.io;Your network for publishing;12.02.25;CUSD;08.01.25;0,1335;22,1;8;10;0;40,2335;89;267;80;17;10,7423445;1,3;6%;0,332%;44,739%;55%;1;0;10;2;"IAB1-3 – Technology & Computing , Gadgets;
IAB2-8 – Arts & Entertainment, Music;
IAB3-5 – Automotive, Motorsports;
IAB4-2 – Business, Entrepreneurship;
IAB6-7 – Education, Special Education;";567;26237;78711;78,711;15742,2;39997,79105;2833,205512;1416,602756;;;28,33205512;199,9889553;0,5;1,3;10;0,02
ocoso.io;Your network for publishing;13.02.25;CUSD;08.01.25;0,404;79,2;4;10;0,02;93,624;202;808;404;33;75,648192;2,4;4%;0,432%;14,975%;85%;1;1;10;1;"IAB1-3 – Technology & Computing , Gadgets;
IAB2-8 – Arts & Entertainment, Music;
IAB3-5 – Automotive, Motorsports;
IAB4-2 – Business, Entrepreneurship;
IAB6-7 – Education, Special Education;";985;28845;57690;173,07;8653,5;40797,74687;2861,537567;1430,768784;;;28,61537567;203,9887344;0,5;2,4;10;0,02
ocoso.io;Your network for publishing;14.02.25;CUSD;08.01.25;0,5684;98,4;16;10;0;124,9684;203;812;731;82;101,4743408;1,2;10%;0,455%;20,805%;79%;1;0;10;4;"IAB1-3 – Technology & Computing , Gadgets;
IAB2-8 – Arts & Entertainment, Music;
IAB3-5 – Automotive, Motorsports;
IAB4-2 – Business, Entrepreneurship;
IAB6-7 – Education, Special Education;";189;27992;55984;55,984;36389,6;41613,70181;2890,152943;1445,076471;;;28,90152943;208,0685091;0,7;1,2;10;0,02
ocoso.io;Your network for publishing;15.02.25;CUSD;08.01.25;0,228;7,8;16;10;0,02;34,048;114;456;228;6;15,525888;1,3;1%;0,670%;76,422%;23%;1;1;10;4;"IAB1-3 – Technology & Computing , Gadgets;
IAB2-8 – Arts & Entertainment, Music;
IAB3-5 – Automotive, Motorsports;
IAB4-2 – Business, Entrepreneurship;
IAB6-7 – Education, Special Education;";378;20067;60201;180,603;12040,2;42445,97585;2919,054472;1459,527236;;;29,19054472;212,2298792;0,5;1,3;10;0,02
ocoso.io;More benefits - less risc;16.01.25;CUSD;16.01.25;0,0522;13,5;8;0;0,02;21,5722;87;87;61;5;1,8767814;2,7;6%;0,242%;37,177%;63%;0;1;0;2;"IAB9-2 – Health & Fitness, Mental Health;
IAB10-4 – Hobbies & Interests, Photography;
IAB11-6 – Law, Gov’t & Politics, International Relations;
IAB16-3 – News & Current Events, Environmental News;
IAB19-4 – Personal Finance, Insurance;";757;26858;26858;26,858;37601,2;20000;2000;1000;;;20;100;0,6;2,7;10;0,02
ocoso.io;More benefits - less risc;17.01.25;CUSD;16.01.25;0,058;37,7;20;0;0,02;57,778;58;116;70;13;6,702248;2,9;11%;0,100%;34,650%;65%;0;1;0;5;"IAB9-2 – Health & Fitness, Mental Health;
IAB10-4 – Hobbies & Interests, Photography;
IAB11-6 – Law, Gov’t & Politics, International Relations;
IAB16-3 – News & Current Events, Environmental News;
IAB19-4 – Personal Finance, Insurance;";332;29433;88299;264,897;20603,1;20400;2020;1010;;;20,2;102;0,5;2,9;10;0,02
ocoso.io;More benefits - less risc;18.01.25;CUSD;16.01.25;0,047;11;16;0;0,02;27,067;47;94;85;10;2,544298;1,1;11%;0,174%;59,186%;41%;0;1;0;4;"IAB9-2 – Health & Fitness, Mental Health;
IAB10-4 – Hobbies & Interests, Photography;
IAB11-6 – Law, Gov’t & Politics, International Relations;
IAB16-3 – News & Current Events, Environmental News;
IAB19-4 – Personal Finance, Insurance;";301;20972;62916;188,748;6291,6;20808;2040,2;1020,1;;;20,402;104,04;0,5;1,1;10;0,02
ocoso.io;More benefits - less risc;19.01.25;CUSD;16.01.25;0,0245;3;20;0;0;23,0245;35;35;28;2;0,8058575;1,5;6%;0,106%;86,864%;13%;0;0;0;5;"IAB9-2 – Health & Fitness, Mental Health;
IAB10-4 – Hobbies & Interests, Photography;
IAB11-6 – Law, Gov’t & Politics, International Relations;
IAB16-3 – News & Current Events, Environmental News;
IAB19-4 – Personal Finance, Insurance;";101;25323;101292;202,584;30387,6;21224,16;2060,602;1030,301;;;20,60602;106,1208;0,7;1,5;10;0,02
ocoso.io;More benefits - less risc;20.01.25;CUSD;16.01.25;0,152;12,6;20;0;0,02;32,772;38;152;61;7;4,981344;1,8;5%;0,464%;61,089%;38%;0;1;0;5;"IAB9-2 – Health & Fitness, Mental Health;
IAB10-4 – Hobbies & Interests, Photography;
IAB11-6 – Law, Gov’t & Politics, International Relations;
IAB16-3 – News & Current Events, Environmental News;
IAB19-4 – Personal Finance, Insurance;";481;26587;106348;106,348;13293,5;21648,6432;2081,20802;1040,60401;;;20,8120802;108,243216;1;1,8;10;0,02
ocoso.io;More benefits - less risc;21.01.25;CUSD;16.01.25;0,0636;24;8;0;0,02;32,0836;53;212;148;12;6,8017232;2;6%;0,198%;24,997%;75%;0;1;0;2;"IAB9-2 – Health & Fitness, Mental Health;
IAB10-4 – Hobbies & Interests, Photography;
IAB11-6 – Law, Gov’t & Politics, International Relations;
IAB16-3 – News & Current Events, Environmental News;
IAB19-4 – Personal Finance, Insurance;";1597;22732;45464;136,392;6819,6;22081,61606;2102,0201;1051,01005;;;21,020201;110,4080803;0,3;2;10;0,02
ocoso.io;More benefits - less risc;22.01.25;CUSD;16.01.25;0,1617;12;8;0;0,02;20,1817;77;231;116;6;4,6619727;2;3%;0,801%;39,739%;59%;0;1;0;2;"IAB9-2 – Health & Fitness, Mental Health;
IAB10-4 – Hobbies & Interests, Photography;
IAB11-6 – Law, Gov’t & Politics, International Relations;
IAB16-3 – News & Current Events, Environmental News;
IAB19-4 – Personal Finance, Insurance;";1065;29182;87546;175,092;40854,8;22523,24839;2123,040301;1061,520151;;;21,23040301;112,6162419;0,7;2;10;0,02
ocoso.io;More benefits - less risc;23.01.25;CUSD;16.01.25;0,286;16,8;8;0;0,02;25,106;65;260;182;14;6,52756;1,2;5%;1,139%;31,945%;67%;0;1;0;2;"IAB9-2 – Health & Fitness, Mental Health;
IAB10-4 – Hobbies & Interests, Photography;
IAB11-6 – Law, Gov’t & Politics, International Relations;
IAB16-3 – News & Current Events, Environmental News;
IAB19-4 – Personal Finance, Insurance;";829;25920;77760;77,76;18144;22973,71335;2144,270704;1072,135352;;;21,44270704;114,8685668;1,1;1,2;10;0,02
ocoso.io;More benefits - less risc;24.01.25;CUSD;16.01.25;0,1176;20,3;16;0;0,02;36,4376;98;294;29;7;10,7126544;2,9;2%;0,323%;43,966%;56%;0;1;0;4;"IAB9-2 – Health & Fitness, Mental Health;
IAB10-4 – Hobbies & Interests, Photography;
IAB11-6 – Law, Gov’t & Politics, International Relations;
IAB16-3 – News & Current Events, Environmental News;
IAB19-4 – Personal Finance, Insurance;";1156;23343;93372;93,372;32680,2;23433,18762;2165,713411;1082,856706;;;21,65713411;117,1659381;0,4;2,9;10;0,02
ocoso.io;More benefits - less risc;25.01.25;CUSD;16.01.25;0,1638;36;16;0;0,02;52,1838;117;117;12;12;6,1055046;3;10%;0,314%;30,699%;69%;0;1;0;4;"IAB9-2 – Health & Fitness, Mental Health;
IAB10-4 – Hobbies & Interests, Photography;
IAB11-6 – Law, Gov’t & Politics, International Relations;
IAB16-3 – News & Current Events, Environmental News;
IAB19-4 – Personal Finance, Insurance;";876;25483;50966;50,966;17838,1;23901,85137;2187,370545;1093,685273;;;21,87370545;119,5092569;1,4;3;10;0,02
ocoso.io;More benefits - less risc;26.01.25;CUSD;16.01.25;0,056;3;12;0;0,02;15,076;40;80;72;2;1,20608;1,5;3%;0,371%;79,729%;20%;0;1;0;3;"IAB9-2 – Health & Fitness, Mental Health;
IAB10-4 – Hobbies & Interests, Photography;
IAB11-6 – Law, Gov’t & Politics, International Relations;
IAB16-3 – News & Current Events, Environmental News;
IAB19-4 – Personal Finance, Insurance;";522;22377;89508;179,016;13426,2;24379,8884;2209,244251;1104,622125;;;22,09244251;121,899442;0,7;1,5;10;0,02
ocoso.io;More benefits - less risc;27.01.25;CUSD;16.01.25;0,0876;6,6;12;0;0,04;18,7276;73;73;7;3;1,3671148;2,2;4%;0,468%;64,290%;35%;0;2;0;3;"IAB9-2 – Health & Fitness, Mental Health;
IAB10-4 – Hobbies & Interests, Photography;
IAB11-6 – Law, Gov’t & Politics, International Relations;
IAB16-3 – News & Current Events, Environmental News;
IAB19-4 – Personal Finance, Insurance;";844;23221;23221;69,663;16254,7;24867,48617;2231,336693;1115,668347;;;22,31336693;124,3374308;1,2;2,2;10;0,02
ocoso.io;More benefits - less risc;28.01.25;CUSD;16.01.25;0,118;22;20;0;0,02;42,138;118;236;118;20;9,944568;1,1;8%;0,280%;47,511%;52%;0;1;0;5;"IAB9-2 – Health & Fitness, Mental Health;
IAB10-4 – Hobbies & Interests, Photography;
IAB11-6 – Law, Gov’t & Politics, International Relations;
IAB16-3 – News & Current Events, Environmental News;
IAB19-4 – Personal Finance, Insurance;";1537;28374;85122;85,122;8512,2;25364,83589;2253,65006;1126,82503;;;22,5365006;126,8241795;0,5;1,1;10;0,02
ocoso.io;More benefits - less risc;29.01.25;CUSD;16.01.25;0,135;25,2;8;0;0,02;33,355;45;135;95;9;4,502925;2,8;7%;0,405%;24,044%;76%;0;1;0;2;"IAB9-2 – Health & Fitness, Mental Health;
IAB10-4 – Hobbies & Interests, Photography;
IAB11-6 – Law, Gov’t & Politics, International Relations;
IAB16-3 – News & Current Events, Environmental News;
IAB19-4 – Personal Finance, Insurance;";757;24773;74319;148,638;37159,5;25872,13261;2276,186561;1138,09328;;;22,76186561;129,360663;1;2,8;10;0,02
ocoso.io;More benefits - less risc;30.01.25;CUSD;16.01.25;0,093;38;4;0;0,02;42,113;62;186;19;20;7,833018;1,9;11%;0,221%;9,546%;90%;0;1;0;1;"IAB9-2 – Health & Fitness, Mental Health;
IAB10-4 – Hobbies & Interests, Photography;
IAB11-6 – Law, Gov’t & Politics, International Relations;
IAB16-3 – News & Current Events, Environmental News;
IAB19-4 – Personal Finance, Insurance;";1481;20746;82984;82,984;29044,4;26389,57526;2298,948426;1149,474213;;;22,98948426;131,9478763;0,5;1,9;10;0,02
ocoso.io;More benefits - less risc;31.01.25;CUSD;16.01.25;0,3;39,2;16;0;0,02;55,52;75;300;240;28;16,656;1,4;9%;0,540%;28,854%;71%;0;1;0;4;"IAB9-2 – Health & Fitness, Mental Health;
IAB10-4 – Hobbies & Interests, Photography;
IAB11-6 – Law, Gov’t & Politics, International Relations;
IAB16-3 – News & Current Events, Environmental News;
IAB19-4 – Personal Finance, Insurance;";1890;20199;60597;121,194;22218,9;26917,36677;2321,937911;1160,968955;;;23,21937911;134,5868338;1;1,4;10;0,02
ocoso.io;More benefits - less risc;01.02.25;CUSD;16.01.25;0,153;25,2;4;0;0,02;29,373;51;153;31;9;4,494069;2,8;6%;0,521%;13,686%;86%;0;1;0;1;"IAB9-2 – Health & Fitness, Mental Health;
IAB10-4 – Hobbies & Interests, Photography;
IAB11-6 – Law, Gov’t & Politics, International Relations;
IAB16-3 – News & Current Events, Environmental News;
IAB19-4 – Personal Finance, Insurance;";1692;29913;119652;239,304;23930,4;27455,7141;2345,15729;1172,578645;;;23,4515729;137,2785705;1;2,8;10;0,02
ocoso.io;More benefits - less risc;02.02.25;CUSD;16.01.25;0,228;47,6;8;0;0,02;55,848;95;380;266;28;21,22224;1,7;7%;0,408%;14,360%;85%;0;1;0;2;"IAB9-2 – Health & Fitness, Mental Health;
IAB10-4 – Hobbies & Interests, Photography;
IAB11-6 – Law, Gov’t & Politics, International Relations;
IAB16-3 – News & Current Events, Environmental News;
IAB19-4 – Personal Finance, Insurance;";819;28783;28783;28,783;20148,1;28004,82838;2368,608863;1184,304431;;;23,68608863;140,0241419;0,6;1,7;10;0,02
ocoso.io;More benefits - less risc;03.02.25;CUSD;16.01.25;0,0588;5,6;4;0;0;9,6588;84;84;8;4;0,8113392;1,4;5%;0,609%;41,413%;58%;0;0;0;1;"IAB9-2 – Health & Fitness, Mental Health;
IAB10-4 – Hobbies & Interests, Photography;
IAB11-6 – Law, Gov’t & Politics, International Relations;
IAB16-3 – News & Current Events, Environmental News;
IAB19-4 – Personal Finance, Insurance;";863;27868;83604;250,812;33441,6;28564,92495;2392,294951;1196,147476;;;23,92294951;142,8246248;0,7;1,4;10;0,02
ocoso.io;More benefits - less risc;04.02.25;CUSD;16.01.25;0,207;13,5;20;0;0,02;33,727;69;207;104;15;6,981489;0,9;7%;0,614%;59,359%;40%;0;1;0;5;"IAB9-2 – Health & Fitness, Mental Health;
IAB10-4 – Hobbies & Interests, Photography;
IAB11-6 – Law, Gov’t & Politics, International Relations;
IAB16-3 – News & Current Events, Environmental News;
IAB19-4 – Personal Finance, Insurance;";239;29811;59622;59,622;20867,7;29136,22345;2416,217901;1208,10895;;;24,16217901;145,6811173;1;0,9;10;0,02
ocoso.io;More benefits - less risc;05.02.25;CUSD;16.01.25;0,1232;13,2;12;0;0,02;25,3432;88;88;35;6;2,2302016;2,2;7%;0,486%;47,429%;52%;0;1;0;3;"IAB9-2 – Health & Fitness, Mental Health;
IAB10-4 – Hobbies & Interests, Photography;
IAB11-6 – Law, Gov’t & Politics, International Relations;
IAB16-3 – News & Current Events, Environmental News;
IAB19-4 – Personal Finance, Insurance;";403;23769;47538;47,538;30899,7;29718,94792;2440,38008;1220,19004;;;24,4038008;148,5947396;1,4;2,2;10;0,02
