Name;Volume each;flow_1;Tier 1 Name;self_1;flow_2;Tier 2 Name;self_2;flow_3;Tier 3 Name;self_3;flow_4;Tier 4 Name;self_4;flow_5;Tier 5 Name;self_5;flow_6;Tier 6 Name;self_6
Terrorism;0;;OCOSO;;;Society;;;Sensitive Topics;;720;Terrorism;720;;;;;;
Health and Wellness;0;;OCOSO;;110015;Health and Wellness;36672;73343;;;;;;;;;;;
Food & Drink;0;;OCOSO;;;Health and Wellness;;4215;Food & Drink;1405;2810;;;;;;;;
Alcoholic Beverages;0;;OCOSO;;;Health and Wellness;;;Food & Drink;;183;Alcoholic Beverages;183;;;;;;
Barbecues and Grilling;0;;OCOSO;;;Health and Wellness;;;Food & Drink;;46;Barbecues and Grilling;46;;;;;;
Cooking;0;;OCOSO;;;Health and Wellness;;;Food & Drink;;39;Cooking;39;;;;;;
Desserts and Baking;0;;OCOSO;;;Health and Wellness;;;Food & Drink;;182;Desserts and Baking;182;;;;;;
Dining Out;0;;OCOSO;;;Health and Wellness;;;Food & Drink;;83;Dining Out;83;;;;;;
Food Allergies;0;;OCOSO;;;Health and Wellness;;;Food & Drink;;164;Food Allergies;164;;;;;;
Food Movements;0;;OCOSO;;;Health and Wellness;;;Food & Drink;;500;Food Movements;500;;;;;;
Healthy Cooking and Eating;0;;OCOSO;;;Health and Wellness;;;Food & Drink;;524;Healthy Cooking and Eating;524;;;;;;
Non-Alcoholic Beverages;0;;OCOSO;;;Health and Wellness;;;Food & Drink;;262;Non-Alcoholic Beverages;262;;;;;;
Vegan Diets;0;;OCOSO;;;Health and Wellness;;;Food & Drink;;509;Vegan Diets;509;;;;;;
Vegetarian Diets;0;;OCOSO;;;Health and Wellness;;;Food & Drink;;7;Vegetarian Diets;7;;;;;;
World Cuisines;0;;OCOSO;;;Health and Wellness;;;Food & Drink;;311;World Cuisines;311;;;;;;
Healthy Living;0;;OCOSO;;;Health and Wellness;;3975;Healthy Living;1325;2650;;;;;;;;
Children's Health;0;;OCOSO;;;Health and Wellness;;;Healthy Living;;176;Children's Health;176;;;;;;
Fitness and Exercise;0;;OCOSO;;;Health and Wellness;;;Healthy Living;;398;Fitness and Exercise;133;265;;;;;
Participant Sports;0;;OCOSO;;;Health and Wellness;;;Healthy Living;;;Fitness and Exercise;;1;Participant Sports;1;;;
Running and Jogging;0;;OCOSO;;;Health and Wellness;;;Healthy Living;;;Fitness and Exercise;;264;Running and Jogging;264;;;
Men's Health;0;;OCOSO;;;Health and Wellness;;;Healthy Living;;342;Men's Health;342;;;;;;
Nutrition;0;;OCOSO;;;Health and Wellness;;;Healthy Living;;134;Nutrition;134;;;;;;
Senior Health;0;;OCOSO;;;Health and Wellness;;;Healthy Living;;543;Senior Health;543;;;;;;
Weight Loss;0;;OCOSO;;;Health and Wellness;;;Healthy Living;;7;Weight Loss;7;;;;;;
Wellness;0;;OCOSO;;;Health and Wellness;;;Healthy Living;;885;Wellness;295;590;;;;;
Alternative Medicine;0;;OCOSO;;;Health and Wellness;;;Healthy Living;;;Wellness;;390;Alternative Medicine;130;260;;
Herbs and Supplements;0;;OCOSO;;;Health and Wellness;;;Healthy Living;;;Wellness;;;Alternative Medicine;;59;Herbs and Supplements;59
Holistic Health;0;;OCOSO;;;Health and Wellness;;;Healthy Living;;;Wellness;;;Alternative Medicine;;201;Holistic Health;201
Physical Therapy;0;;OCOSO;;;Health and Wellness;;;Healthy Living;;;Wellness;;139;Physical Therapy;139;;;
Smoking Cessation;0;;OCOSO;;;Health and Wellness;;;Healthy Living;;;Wellness;;61;Smoking Cessation;61;;;
Women's Health;0;;OCOSO;;;Health and Wellness;;;Healthy Living;;165;Women's Health;165;;;;;;
Medical Health;0;;OCOSO;;;Health and Wellness;;19347;Medical Health;6449;12898;;;;;;;;
Cosmetic Medical Services;0;;OCOSO;;;Health and Wellness;;;Medical Health;;924;Cosmetic Medical Services;924;;;;;;
Diseases and Conditions;0;;OCOSO;;;Health and Wellness;;;Medical Health;;10257;Diseases and Conditions;3419;6838;;;;;
Allergies;0;;OCOSO;;;Health and Wellness;;;Medical Health;;;Diseases and Conditions;;928;Allergies;928;;;
Blood Disorders;0;;OCOSO;;;Health and Wellness;;;Medical Health;;;Diseases and Conditions;;269;Blood Disorders;269;;;
Bone and Joint Conditions;0;;OCOSO;;;Health and Wellness;;;Medical Health;;;Diseases and Conditions;;312;Bone and Joint Conditions;312;;;
Brain and Nervous System Disorders;0;;OCOSO;;;Health and Wellness;;;Medical Health;;;Diseases and Conditions;;144;Brain and Nervous System Disorders;144;;;
Cancer;0;;OCOSO;;;Health and Wellness;;;Medical Health;;;Diseases and Conditions;;82;Cancer;82;;;
Cold and Flu;0;;OCOSO;;;Health and Wellness;;;Medical Health;;;Diseases and Conditions;;5;Cold and Flu;5;;;
Dental Health;0;;OCOSO;;;Health and Wellness;;;Medical Health;;;Diseases and Conditions;;236;Dental Health;236;;;
Diabetes;0;;OCOSO;;;Health and Wellness;;;Medical Health;;;Diseases and Conditions;;887;Diabetes;887;;;
Digestive Disorders;0;;OCOSO;;;Health and Wellness;;;Medical Health;;;Diseases and Conditions;;9;Digestive Disorders;9;;;
Ear, Nose and Throat Conditions;0;;OCOSO;;;Health and Wellness;;;Medical Health;;;Diseases and Conditions;;3;Ear, Nose and Throat Conditions;3;;;
Endocrine and Metabolic Diseases;0;;OCOSO;;;Health and Wellness;;;Medical Health;;;Diseases and Conditions;;405;Endocrine and Metabolic Diseases;135;270;;
Hormonal Disorders;0;;OCOSO;;;Health and Wellness;;;Medical Health;;;Diseases and Conditions;;;Endocrine and Metabolic Diseases;;60;Hormonal Disorders;60
Menopause;0;;OCOSO;;;Health and Wellness;;;Medical Health;;;Diseases and Conditions;;;Endocrine and Metabolic Diseases;;195;Menopause;195
Thyroid Disorders;0;;OCOSO;;;Health and Wellness;;;Medical Health;;;Diseases and Conditions;;;Endocrine and Metabolic Diseases;;15;Thyroid Disorders;15
Eye and Vision Conditions;0;;OCOSO;;;Health and Wellness;;;Medical Health;;;Diseases and Conditions;;453;Eye and Vision Conditions;453;;;
Foot Health;0;;OCOSO;;;Health and Wellness;;;Medical Health;;;Diseases and Conditions;;560;Foot Health;560;;;
Heart and Cardiovascular Diseases;0;;OCOSO;;;Health and Wellness;;;Medical Health;;;Diseases and Conditions;;113;Heart and Cardiovascular Diseases;113;;;
Infectious Diseases;0;;OCOSO;;;Health and Wellness;;;Medical Health;;;Diseases and Conditions;;194;Infectious Diseases;194;;;
Injuries;0;;OCOSO;;;Health and Wellness;;;Medical Health;;;Diseases and Conditions;;64;Injuries;29;57;;
First Aid;0;;OCOSO;;;Health and Wellness;;;Medical Health;;;Diseases and Conditions;;;Injuries;;57;First Aid;57
Lung and Respiratory Health;0;;OCOSO;;;Health and Wellness;;;Medical Health;;;Diseases and Conditions;;405;Lung and Respiratory Health;405;;;
Mental Health;0;;OCOSO;;;Health and Wellness;;;Medical Health;;;Diseases and Conditions;;179;Mental Health;179;;;
Reproductive Health;0;;OCOSO;;;Health and Wellness;;;Medical Health;;;Diseases and Conditions;;674;Reproductive Health;225;449;;
Birth Control;0;;OCOSO;;;Health and Wellness;;;Medical Health;;;Diseases and Conditions;;;Reproductive Health;;182;Birth Control;182
Infertility;0;;OCOSO;;;Health and Wellness;;;Medical Health;;;Diseases and Conditions;;;Reproductive Health;;17;Infertility;17
Pregnancy;0;;OCOSO;;;Health and Wellness;;;Medical Health;;;Diseases and Conditions;;;Reproductive Health;;248;Pregnancy;248
Sexual Health;0;;OCOSO;;;Health and Wellness;;;Medical Health;;;Diseases and Conditions;;57;Sexual Health;57;0;;
Sexual Conditions;0;;OCOSO;;;Health and Wellness;;;Medical Health;;;Diseases and Conditions;;;Sexual Health;;2;Sexual Conditions;2
Skin and Dermatology;0;;OCOSO;;;Health and Wellness;;;Medical Health;;;Diseases and Conditions;;499;Skin and Dermatology;499;;;
Sleep Disorders;0;;OCOSO;;;Health and Wellness;;;Medical Health;;;Diseases and Conditions;;4;Sleep Disorders;4;;;
Substance Abuse;0;;OCOSO;;;Health and Wellness;;;Medical Health;;;Diseases and Conditions;;356;Substance Abuse;356;;;
Medical Tests;0;;OCOSO;;;Health and Wellness;;;Medical Health;;350;Medical Tests;350;;;;;;
Pharmaceutical Drugs;0;;OCOSO;;;Health and Wellness;;;Medical Health;;79;Pharmaceutical Drugs;79;;;;;;
Surgery;0;;OCOSO;;;Health and Wellness;;;Medical Health;;825;Surgery;825;;;;;;
Vaccines;0;;OCOSO;;;Health and Wellness;;;Medical Health;;463;Vaccines;463;;;;;;
Sports;0;;OCOSO;;;Health and Wellness;;45806;Sports;15269;30537;;;;;;;;
American Football;0;;OCOSO;;;Health and Wellness;;;Sports;;849;American Football;849;;;;;;
Australian Rules Football;0;;OCOSO;;;Health and Wellness;;;Sports;;416;Australian Rules Football;416;;;;;;
Auto Racing;0;;OCOSO;;;Health and Wellness;;;Sports;;209;Auto Racing;70;139;;;;;
Motorcycle Sports;0;;OCOSO;;;Health and Wellness;;;Sports;;;Auto Racing;;139;Motorcycle Sports;139;;;
Badminton;0;;OCOSO;;;Health and Wellness;;;Sports;;747;Badminton;747;;;;;;
Baseball;0;;OCOSO;;;Health and Wellness;;;Sports;;961;Baseball;961;;;;;;
Basketball;0;;OCOSO;;;Health and Wellness;;;Sports;;976;Basketball;976;;;;;;
Beach Volleyball;0;;OCOSO;;;Health and Wellness;;;Sports;;645;Beach Volleyball;645;;;;;;
Bodybuilding;0;;OCOSO;;;Health and Wellness;;;Sports;;408;Bodybuilding;408;;;;;;
Bowling;0;;OCOSO;;;Health and Wellness;;;Sports;;348;Bowling;348;;;;;;
Boxing;0;;OCOSO;;;Health and Wellness;;;Sports;;632;Boxing;632;;;;;;
Cheerleading;0;;OCOSO;;;Health and Wellness;;;Sports;;706;Cheerleading;706;;;;;;
College Sports;0;;OCOSO;;;Health and Wellness;;;Sports;;537;College Sports;179;358;;;;;
College Baseball;0;;OCOSO;;;Health and Wellness;;;Sports;;;College Sports;;96;College Baseball;96;;;
College Basketball;0;;OCOSO;;;Health and Wellness;;;Sports;;;College Sports;;113;College Basketball;113;;;
College Football;0;;OCOSO;;;Health and Wellness;;;Sports;;;College Sports;;149;College Football;149;;;
Cricket;0;;OCOSO;;;Health and Wellness;;;Sports;;494;Cricket;494;;;;;;
Cycling;0;;OCOSO;;;Health and Wellness;;;Sports;;709;Cycling;709;;;;;;
Darts;0;;OCOSO;;;Health and Wellness;;;Sports;;703;Darts;703;;;;;;
Disabled Sports;0;;OCOSO;;;Health and Wellness;;;Sports;;118;Disabled Sports;118;;;;;;
Diving;0;;OCOSO;;;Health and Wellness;;;Sports;;103;Diving;103;;;;;;
Equine Sports;0;;OCOSO;;;Health and Wellness;;;Sports;;12;Equine Sports;4;8;;;;;
Horse Racing;0;;OCOSO;;;Health and Wellness;;;Sports;;;Equine Sports;;8;Horse Racing;8;;;
Extreme Sports;0;;OCOSO;;;Health and Wellness;;;Sports;;2732;Extreme Sports;911;1821;;;;;
Canoeing and Kayaking;0;;OCOSO;;;Health and Wellness;;;Sports;;;Extreme Sports;;49;Canoeing and Kayaking;49;;;
Climbing;0;;OCOSO;;;Health and Wellness;;;Sports;;;Extreme Sports;;404;Climbing;404;;;
Paintball;0;;OCOSO;;;Health and Wellness;;;Sports;;;Extreme Sports;;323;Paintball;323;;;
Scuba Diving;0;;OCOSO;;;Health and Wellness;;;Sports;;;Extreme Sports;;102;Scuba Diving;102;;;
Skateboarding;0;;OCOSO;;;Health and Wellness;;;Sports;;;Extreme Sports;;321;Skateboarding;321;;;
Snowboarding;0;;OCOSO;;;Health and Wellness;;;Sports;;;Extreme Sports;;51;Snowboarding;51;;;
Surfing and Bodyboarding;0;;OCOSO;;;Health and Wellness;;;Sports;;;Extreme Sports;;10;Surfing and Bodyboarding;10;;;
Waterskiing and Wakeboarding;0;;OCOSO;;;Health and Wellness;;;Sports;;;Extreme Sports;;561;Waterskiing and Wakeboarding;561;;;
Fantasy Sports;0;;OCOSO;;;Health and Wellness;;;Sports;;933;Fantasy Sports;933;;;;;;
Field Hockey;0;;OCOSO;;;Health and Wellness;;;Sports;;448;Field Hockey;448;;;;;;
Figure Skating;0;;OCOSO;;;Health and Wellness;;;Sports;;855;Figure Skating;855;;;;;;
Fishing Sports;0;;OCOSO;;;Health and Wellness;;;Sports;;994;Fishing Sports;994;;;;;;
Golf;0;;OCOSO;;;Health and Wellness;;;Sports;;624;Golf;624;;;;;;
Gymnastics;0;;OCOSO;;;Health and Wellness;;;Sports;;468;Gymnastics;468;;;;;;
Hunting and Shooting;0;;OCOSO;;;Health and Wellness;;;Sports;;951;Hunting and Shooting;951;;;;;;
Ice Hockey;0;;OCOSO;;;Health and Wellness;;;Sports;;878;Ice Hockey;878;;;;;;
Inline Skating;0;;OCOSO;;;Health and Wellness;;;Sports;;590;Inline Skating;590;;;;;;
Lacrosse;0;;OCOSO;;;Health and Wellness;;;Sports;;502;Lacrosse;502;;;;;;
Martial Arts;0;;OCOSO;;;Health and Wellness;;;Sports;;437;Martial Arts;437;;;;;;
Olympic Sports;0;;OCOSO;;;Health and Wellness;;;Sports;;119;Olympic Sports;40;79;;;;;
Summer Olympic Sports;0;;OCOSO;;;Health and Wellness;;;Sports;;;Olympic Sports;;54;Summer Olympic Sports;54;;;
Winter Olympic Sports;0;;OCOSO;;;Health and Wellness;;;Sports;;;Olympic Sports;;25;Winter Olympic Sports;25;;;
Poker and Professional Gambling;0;;OCOSO;;;Health and Wellness;;;Sports;;284;Poker and Professional Gambling;284;;;;;;
Rodeo;0;;OCOSO;;;Health and Wellness;;;Sports;;463;Rodeo;463;;;;;;
Rowing;0;;OCOSO;;;Health and Wellness;;;Sports;;328;Rowing;328;;;;;;
Rugby;0;;OCOSO;;;Health and Wellness;;;Sports;;174;Rugby;58;116;;;;;
Rugby League;0;;OCOSO;;;Health and Wellness;;;Sports;;;Rugby;;64;Rugby League;64;;;
Rugby Union;0;;OCOSO;;;Health and Wellness;;;Sports;;;Rugby;;52;Rugby Union;52;;;
Sailing;0;;OCOSO;;;Health and Wellness;;;Sports;;324;Sailing;324;;;;;;
Skiing;0;;OCOSO;;;Health and Wellness;;;Sports;;305;Skiing;305;;;;;;
Snooker/Pool/Billiards;0;;OCOSO;;;Health and Wellness;;;Sports;;409;Snooker/Pool/Billiards;409;;;;;;
Soccer;0;;OCOSO;;;Health and Wellness;;;Sports;;490;Soccer;490;;;;;;
Softball;0;;OCOSO;;;Health and Wellness;;;Sports;;903;Softball;903;;;;;;
Sports Equipment;0;;OCOSO;;;Health and Wellness;;;Sports;;200;Sports Equipment;200;;;;;;
Squash;0;;OCOSO;;;Health and Wellness;;;Sports;;795;Squash;795;;;;;;
Swimming;0;;OCOSO;;;Health and Wellness;;;Sports;;505;Swimming;505;;;;;;
Table Tennis;0;;OCOSO;;;Health and Wellness;;;Sports;;926;Table Tennis;926;;;;;;
Tennis;0;;OCOSO;;;Health and Wellness;;;Sports;;906;Tennis;906;;;;;;
Track and Field;0;;OCOSO;;;Health and Wellness;;;Sports;;446;Track and Field;446;;;;;;
Volleyball;0;;OCOSO;;;Health and Wellness;;;Sports;;860;Volleyball;860;;;;;;
Walking;0;;OCOSO;;;Health and Wellness;;;Sports;;660;Walking;660;;;;;;
Water Polo;0;;OCOSO;;;Health and Wellness;;;Sports;;588;Water Polo;588;;;;;;
Weightlifting;0;;OCOSO;;;Health and Wellness;;;Sports;;806;Weightlifting;806;;;;;;
Wrestling;0;;OCOSO;;;Health and Wellness;;;Sports;;61;Wrestling;61;;;;;;
Science, Technology and Education;0;;OCOSO;;48683;Science, Technology and Education;16228;32455;;;;;;;;;;;
Education;0;;OCOSO;;;Science, Technology and Education;;7068;Education;2356;4712;;;;;;;;
Adult Education;0;;OCOSO;;;Science, Technology and Education;;;Education;;264;Adult Education;264;;;;;;
College Education;0;;OCOSO;;;Science, Technology and Education;;;Education;;365;College Education;122;243;;;;;
College Planning;0;;OCOSO;;;Science, Technology and Education;;;Education;;;College Education;;78;College Planning;78;;;
Postgraduate Education;0;;OCOSO;;;Science, Technology and Education;;;Education;;;College Education;;29;Postgraduate Education;10;19;;
Professional School;0;;OCOSO;;;Science, Technology and Education;;;Education;;;College Education;;;Postgraduate Education;;19;Professional School;19
Undergraduate Education;0;;OCOSO;;;Science, Technology and Education;;;Education;;;College Education;;136;Undergraduate Education;136;;;
Early Childhood Education;0;;OCOSO;;;Science, Technology and Education;;;Education;;870;Early Childhood Education;870;;;;;;
Educational Assessment;0;;OCOSO;;;Science, Technology and Education;;;Education;;197;Educational Assessment;197;;;;;;
Standardized Testing;0;;OCOSO;;;Science, Technology and Education;;;Education;;;Educational Assessment;;310;Standardized Testing;310;;;
Homeschooling;0;;OCOSO;;;Science, Technology and Education;;;Education;;286;Homeschooling;286;;;;;;
Homework and Study;0;;OCOSO;;;Science, Technology and Education;;;Education;;825;Homework and Study;825;;;;;;
Language Learning;0;;OCOSO;;;Science, Technology and Education;;;Education;;176;Language Learning;176;;;;;;
Online Education;0;;OCOSO;;;Science, Technology and Education;;;Education;;692;Online Education;692;;;;;;
Primary Education;0;;OCOSO;;;Science, Technology and Education;;;Education;;180;Primary Education;180;;;;;;
Private School;0;;OCOSO;;;Science, Technology and Education;;;Education;;522;Private School;522;;;;;;
Secondary Education;0;;OCOSO;;;Science, Technology and Education;;;Education;;146;Secondary Education;146;;;;;;
Special Education;0;;OCOSO;;;Science, Technology and Education;;;Education;;189;Special Education;189;;;;;;
Science;0;;OCOSO;;;Science, Technology and Education;;7049;Science;2350;4699;;;;;;;;
Biological Sciences;0;;OCOSO;;;Science, Technology and Education;;;Science;;284;Biological Sciences;284;;;;;;
Chemistry;0;;OCOSO;;;Science, Technology and Education;;;Science;;264;Chemistry;264;;;;;;
Environment;0;;OCOSO;;;Science, Technology and Education;;;Science;;977;Environment;977;;;;;;
Genetics;0;;OCOSO;;;Science, Technology and Education;;;Science;;639;Genetics;639;;;;;;
Geography;0;;OCOSO;;;Science, Technology and Education;;;Science;;403;Geography;403;;;;;;
Geology;0;;OCOSO;;;Science, Technology and Education;;;Science;;613;Geology;613;;;;;;
Physics;0;;OCOSO;;;Science, Technology and Education;;;Science;;781;Physics;781;;;;;;
Space and Astronomy;0;;OCOSO;;;Science, Technology and Education;;;Science;;317;Space and Astronomy;317;;;;;;
Weather;0;;OCOSO;;;Science, Technology and Education;;;Science;;421;Weather;421;;;;;;
Technology & Computing;0;;OCOSO;;;Science, Technology and Education;;18338;Technology & Computing;6113;12225;;;;;;;;
Artificial Intelligence;0;;OCOSO;;;Science, Technology and Education;;;Technology & Computing;;836;Artificial Intelligence;836;;;;;;
Augmented Reality;0;;OCOSO;;;Science, Technology and Education;;;Technology & Computing;;220;Augmented Reality;220;;;;;;
Computing;0;;OCOSO;;;Science, Technology and Education;;;Technology & Computing;;10040;Computing;3347;6693;;;;;
Computer Networking;0;;OCOSO;;;Science, Technology and Education;;;Technology & Computing;;;Computing;;83;Computer Networking;83;;;
Computer Peripherals;0;;OCOSO;;;Science, Technology and Education;;;Technology & Computing;;;Computing;;243;Computer Peripherals;243;;;
Software and Applications;0;;OCOSO;;;Science, Technology and Education;;;Technology & Computing;;;Computing;;2405;Computer Software and Applications;802;1603;;
3-D Graphics;0;;OCOSO;;;Science, Technology and Education;;;Technology & Computing;;;Computing;;;Computer Software and Applications;;3;3-D Graphics;3
Antivirus Software;0;;OCOSO;;;Science, Technology and Education;;;Technology & Computing;;;Computing;;;Computer Software and Applications;;27;Antivirus Software;27
Browsers;0;;OCOSO;;;Science, Technology and Education;;;Technology & Computing;;;Computing;;;Computer Software and Applications;;15;Browsers;15
Computer Animation;0;;OCOSO;;;Science, Technology and Education;;;Technology & Computing;;;Computing;;;Computer Software and Applications;;81;Computer Animation;81
Databases;0;;OCOSO;;;Science, Technology and Education;;;Technology & Computing;;;Computing;;;Computer Software and Applications;;166;Databases;166
Desktop Publishing;0;;OCOSO;;;Science, Technology and Education;;;Technology & Computing;;;Computing;;;Computer Software and Applications;;457;Desktop Publishing;457
Digital Audio;0;;OCOSO;;;Science, Technology and Education;;;Technology & Computing;;;Computing;;;Computer Software and Applications;;229;Digital Audio;229
Graphics Software;0;;OCOSO;;;Science, Technology and Education;;;Technology & Computing;;;Computing;;;Computer Software and Applications;;134;Graphics Software;134
Operating Systems;0;;OCOSO;;;Science, Technology and Education;;;Technology & Computing;;;Computing;;;Computer Software and Applications;;22;Operating Systems;22
Photo Editing Software;0;;OCOSO;;;Science, Technology and Education;;;Technology & Computing;;;Computing;;;Computer Software and Applications;;171;Photo Editing Software;171
Shareware and Freeware;0;;OCOSO;;;Science, Technology and Education;;;Technology & Computing;;;Computing;;;Computer Software and Applications;;27;Shareware and Freeware;27
Video Software;0;;OCOSO;;;Science, Technology and Education;;;Technology & Computing;;;Computing;;;Computer Software and Applications;;52;Video Software;52
Web Conferencing;0;;OCOSO;;;Science, Technology and Education;;;Technology & Computing;;;Computing;;;Computer Software and Applications;;219;Web Conferencing;219
Data Storage and Warehousing;0;;OCOSO;;;Science, Technology and Education;;;Technology & Computing;;;Computing;;570;Data Storage and Warehousing;570;;;
Desktops;0;;OCOSO;;;Science, Technology and Education;;;Technology & Computing;;;Computing;;876;Desktops;876;;;
Information and Network Security;0;;OCOSO;;;Science, Technology and Education;;;Technology & Computing;;;Computing;;104;Information and Network Security;104;;;
Internet;0;;OCOSO;;;Science, Technology and Education;;;Technology & Computing;;;Computing;;1949;Internet;650;1299;;
Cloud Computing;0;;OCOSO;;;Science, Technology and Education;;;Technology & Computing;;;Computing;;;Internet;;38;Cloud Computing;38
Email;0;;OCOSO;;;Science, Technology and Education;;;Technology & Computing;;;Computing;;;Internet;;32;Email;32
Internet for Beginners;0;;OCOSO;;;Science, Technology and Education;;;Technology & Computing;;;Computing;;;Internet;;26;Internet for Beginners;26
Internet of Things;0;;OCOSO;;;Science, Technology and Education;;;Technology & Computing;;;Computing;;;Internet;;94;Internet of Things;94
IT and Internet Support;0;;OCOSO;;;Science, Technology and Education;;;Technology & Computing;;;Computing;;;Internet;;247;IT and Internet Support;247
Search;0;;OCOSO;;;Science, Technology and Education;;;Technology & Computing;;;Computing;;;Internet;;126;Search;126
Social Networking;0;;OCOSO;;;Science, Technology and Education;;;Technology & Computing;;;Computing;;;Internet;;284;Social Networking;284
Web Design and HTML;0;;OCOSO;;;Science, Technology and Education;;;Technology & Computing;;;Computing;;;Internet;;199;Web Design and HTML;199
Web Development;0;;OCOSO;;;Science, Technology and Education;;;Technology & Computing;;;Computing;;;Internet;;169;Web Development;169
Web Hosting;0;;OCOSO;;;Science, Technology and Education;;;Technology & Computing;;;Computing;;;Internet;;84;Web Hosting;84
Laptops;0;;OCOSO;;;Science, Technology and Education;;;Technology & Computing;;;Computing;;209;Laptops;209;;;
Programming Languages;0;;OCOSO;;;Science, Technology and Education;;;Technology & Computing;;;Computing;;254;Programming Languages;254;;;
Consumer Electronics;0;;OCOSO;;;Science, Technology and Education;;;Technology & Computing;;;Consumer Electronics;272;543;;;;;
Cameras and Camcorders;0;;OCOSO;;;Science, Technology and Education;;;Technology & Computing;;;Consumer Electronics;;22;Cameras and Camcorders;22;;;
Home Entertainment Systems;0;;OCOSO;;;Science, Technology and Education;;;Technology & Computing;;;Consumer Electronics;;345;Home Entertainment Systems;345;;;
Smartphones;0;;OCOSO;;;Science, Technology and Education;;;Technology & Computing;;;Consumer Electronics;;10;Smartphones;10;;;
Tablets and E-readers;0;;OCOSO;;;Science, Technology and Education;;;Technology & Computing;;;Consumer Electronics;;136;Tablets and E-readers;136;;;
Wearable Technology;0;;OCOSO;;;Science, Technology and Education;;;Technology & Computing;;;Consumer Electronics;;30;Wearable Technology;30;;;
Robotics;0;;OCOSO;;;Science, Technology and Education;;;Technology & Computing;;354;Robotics;354;;;;;;
Virtual Reality;0;;OCOSO;;;Science, Technology and Education;;;Technology & Computing;;775;Virtual Reality;775;;;;;;
Travel and Holidays;0;;OCOSO;;102543;Travel and Holidays;34181;68362;;;;;;;;;;;
Attractions;0;;OCOSO;;;Travel and Holidays;;37410;Attractions;12470;24940;;;;;;;;
Amusement and Theme Parks;0;;OCOSO;;;Travel and Holidays;;;Attractions;;3916;Amusement and Theme Parks;3916;;;;;;
Bars & Restaurants;0;;OCOSO;;;Travel and Holidays;;;Attractions;;2177;Bars & Restaurants;2177;;;;;;
Casinos & Gambling;0;;OCOSO;;;Travel and Holidays;;;Attractions;;6534;Casinos & Gambling;6534;;;;;;
Historic Site and Landmark Tours;0;;OCOSO;;;Travel and Holidays;;;Attractions;;1077;Historic Site and Landmark Tours;1077;;;;;;
Malls & Shopping Centers;0;;OCOSO;;;Travel and Holidays;;;Attractions;;801;Malls & Shopping Centers;801;;;;;;
Museums & Galleries;0;;OCOSO;;;Travel and Holidays;;;Attractions;;451;Museums & Galleries;451;;;;;;
Nightclubs;0;;OCOSO;;;Travel and Holidays;;;Attractions;;41;Nightclubs;41;;;;;;
Outdoor Attractions;0;;OCOSO;;;Travel and Holidays;;;Attractions;;2268;Outdoor Activities;2268;;;;;;
Parks;0;;OCOSO;;;Travel and Holidays;;;Attractions;;2238;Parks & Nature;2238;;;;;;
Theater Venues;0;;OCOSO;;;Travel and Holidays;;;Attractions;;4408;Theater Venues;4408;;;;;;
Zoos & Aquariums;0;;OCOSO;;;Travel and Holidays;;;Attractions;;1029;Zoos & Aquariums;1029;;;;;;
Holidays;0;;OCOSO;;;Travel and Holidays;;876;Holidays;292;584;;;;;;;;
National & Civic Holidays;0;;OCOSO;;;Travel and Holidays;;;Holidays;;584;National & Civic Holidays;584;;;;;;
Maps & Navigation;0;;OCOSO;;;Travel and Holidays;7519;15038;Maps & Navigation;294361;;;;;;;;;
Travel;0;;OCOSO;;;Travel and Holidays;;15038;Travel;5013;10025;;;;;;;;
Travel Accessories;0;;OCOSO;;;Travel and Holidays;;;Travel;;17;Travel Accessories;17;;;;;;
Travel Locations;0;;OCOSO;;;Travel and Holidays;;;Travel;;1922;Travel Locations;641;1281;;;;;
Africa Travel;0;;OCOSO;;;Travel and Holidays;;;Travel;;;Travel Locations;;271;Africa Travel;271;;;
Asia Travel;0;;OCOSO;;;Travel and Holidays;;;Travel;;;Travel Locations;;20;Asia Travel;20;;;
Australia and Oceania Travel;0;;OCOSO;;;Travel and Holidays;;;Travel;;;Travel Locations;;196;Australia and Oceania Travel;196;;;
Europe Travel;0;;OCOSO;;;Travel and Holidays;;;Travel;;;Travel Locations;;278;Europe Travel;278;;;
North America Travel;0;;OCOSO;;;Travel and Holidays;;;Travel;;;Travel Locations;;63;North America Travel;63;;;
Polar Travel;0;;OCOSO;;;Travel and Holidays;;;Travel;;;Travel Locations;;383;Polar Travel;383;;;
South America Travel;0;;OCOSO;;;Travel and Holidays;;;Travel;;;Travel Locations;;70;South America Travel;70;;;
Travel Preparation and Advice;0;;OCOSO;;;Travel and Holidays;;;Travel;;913;Travel Preparation and Advice;913;;;;;;
Travel Type;0;;OCOSO;;;Travel and Holidays;;;Travel;;7173;Travel Type;2391;4782;;;;;
Adventure Travel;0;;OCOSO;;;Travel and Holidays;;;Travel;;;Travel Type;;533;Adventure Travel;533;;;
Air Travel;0;;OCOSO;;;Travel and Holidays;;;Travel;;;Travel Type;;18;Air Travel;18;;;
Beach Travel;0;;OCOSO;;;Travel and Holidays;;;Travel;;;Travel Type;;72;Beach Travel;72;;;
Bed & Breakfasts;0;;OCOSO;;;Travel and Holidays;;;Travel;;;Travel Type;;661;Bed & Breakfasts;661;;;
Budget Travel;0;;OCOSO;;;Travel and Holidays;;;Travel;;;Travel Type;;155;Budget Travel;155;;;
