Asset_ID;Category;Monetization;Start_Date;Rev_2025-01-12;Rev_2025-01-13;Rev_2025-01-14;Rev_2025-01-15;Rev_2025-01-16;Rev_2025-01-17;Rev_2025-01-18;Rev_2025-01-19;Rev_2025-01-20;Rev_2025-01-21;Rev_2025-01-22;Rev_2025-01-23;Rev_2025-01-24;Rev_2025-01-25;Rev_2025-01-26;Rev_2025-01-27;Rev_2025-01-28;Rev_2025-01-29;Rev_2025-01-30;Rev_2025-01-31;Rev_2025-02-01;Rev_2025-02-02;Rev_2025-02-03;Rev_2025-02-04;Rev_2025-02-05;Rev_2025-02-06;Rev_2025-02-07;Rev_2025-02-08;Rev_2025-02-09;Rev_2025-02-10;Rev_2025-02-11;Rev_2025-02-12;Rev_2025-02-13;Rev_2025-02-14;Rev_2025-02-15;Rev_2025-02-16;Rev_2025-02-17;Rev_2025-02-18;Rev_2025-02-19;Rev_2025-02-20;Rev_2025-02-21;Rev_2025-02-22;Rev_2025-02-23;Rev_2025-02-24;Rev_2025-02-25;Rev_2025-02-26;Rev_2025-02-27;Rev_2025-02-28;Rev_2025-03-01;Rev_2025-03-02;Rev_2025-03-03;Rev_2025-03-04;Rev_2025-03-05;Rev_2025-03-06;Rev_2025-03-07;Rev_2025-03-08;Rev_2025-03-09;Rev_2025-03-10;Rev_2025-03-11;Rev_2025-03-12;Rev_2025-03-13;Rev_2025-03-14;Rev_2025-03-15;Rev_2025-03-16;Rev_2025-03-17;Rev_2025-03-18;Rev_2025-03-19;Rev_2025-03-20;Rev_2025-03-21;Rev_2025-03-22;Rev_2025-03-23;Rev_2025-03-24;Rev_2025-03-25;Rev_2025-03-26;Rev_2025-03-27;Rev_2025-03-28;Rev_2025-03-29;Rev_2025-03-30;Rev_2025-03-31;Rev_2025-04-01;Rev_2025-04-02;Rev_2025-04-03;Rev_2025-04-04;Rev_2025-04-05;Rev_2025-04-06;Rev_2025-04-07;Rev_2025-04-08;Rev_2025-04-09;Rev_2025-04-10;Rev_2025-04-11
IP-0294;Politics & News;Licensing;28.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,86;2,86;2,86;2,86;2,86;2,86;2,86;2,86;2,86;2,86;2,86;2,86;2,86;2,86;2,86;2,86;2,86;2,86;2,86;2,86;2,86;2,86;2,86;2,86;2,86;2,86;2,86;2,86;2,86;2,86;2,86;2,86;2,86;2,86;2,86;2,86;2,86;2,86;2,86;2,86;2,86;2,86;2,86
IP-0294;Politics & News;Subscriptions;28.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8
IP-0295;Publishing;Advertising;28.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7
IP-0296;Politics & News;Subscriptions;28.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25
IP-0296;Politics & News;Licensing;28.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,73;3,73;3,73;3,73;3,73;3,73;3,73;3,73;3,73;3,73;3,73;3,73;3,73;3,73;3,73;3,73;3,73;3,73;3,73;3,73;3,73;3,73;3,73;3,73;3,73;3,73;3,73;3,73;3,73;3,73;3,73;3,73;3,73;3,73;3,73;3,73;3,73;3,73;3,73;3,73;3,73;3,73;3,73
IP-0297;Media & Entertainment;Licensing;28.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,49;3,49;3,49;3,49;3,49;3,49;3,49;3,49;3,49;3,49;3,49;3,49;3,49;3,49;3,49;3,49;3,49;3,49;3,49;3,49;3,49;3,49;3,49;3,49;3,49;3,49;3,49;3,49;3,49;3,49;3,49;3,49;3,49;3,49;3,49;3,49;3,49;3,49;3,49;3,49;3,49;3,49;3,49
IP-0298;Publishing;Staking;28.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,46;2,46;2,46;2,46;2,46;2,46;2,46;2,46;2,46;2,46;2,46;2,46;2,46;2,46;2,46;2,46;2,46;2,46;2,46;2,46;2,46;2,46;2,46;2,46;2,46;2,46;2,46;2,46;2,46;2,46;2,46;2,46;2,46;2,46;2,46;2,46;2,46;2,46;2,46;2,46;2,46;2,46;2,46
IP-0299;Finance & Business;Advertising;28.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,93;3,93;3,93;3,93;3,93;3,93;3,93;3,93;3,93;3,93;3,93;3,93;3,93;3,93;3,93;3,93;3,93;3,93;3,93;3,93;3,93;3,93;3,93;3,93;3,93;3,93;3,93;3,93;3,93;3,93;3,93;3,93;3,93;3,93;3,93;3,93;3,93;3,93;3,93;3,93;3,93;3,93;3,93
IP-0299;Finance & Business;Subscriptions;28.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,33;4,33;4,33;4,33;4,33;4,33;4,33;4,33;4,33;4,33;4,33;4,33;4,33;4,33;4,33;4,33;4,33;4,33;4,33;4,33;4,33;4,33;4,33;4,33;4,33;4,33;4,33;4,33;4,33;4,33;4,33;4,33;4,33;4,33;4,33;4,33;4,33;4,33;4,33;4,33;4,33;4,33;4,33
IP-0300;Lifestyle;Licensing;28.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7
IP-0300;Lifestyle;Staking;28.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,47;2,47;2,47;2,47;2,47;2,47;2,47;2,47;2,47;2,47;2,47;2,47;2,47;2,47;2,47;2,47;2,47;2,47;2,47;2,47;2,47;2,47;2,47;2,47;2,47;2,47;2,47;2,47;2,47;2,47;2,47;2,47;2,47;2,47;2,47;2,47;2,47;2,47;2,47;2,47;2,47;2,47;2,47
IP-0301;Lifestyle;Subscriptions;28.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,24;4,24;4,24;4,24;4,24;4,24;4,24;4,24;4,24;4,24;4,24;4,24;4,24;4,24;4,24;4,24;4,24;4,24;4,24;4,24;4,24;4,24;4,24;4,24;4,24;4,24;4,24;4,24;4,24;4,24;4,24;4,24;4,24;4,24;4,24;4,24;4,24;4,24;4,24;4,24;4,24;4,24;4,24
IP-0302;Lifestyle;Subscriptions;28.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,95;2,95;2,95;2,95;2,95;2,95;2,95;2,95;2,95;2,95;2,95;2,95;2,95;2,95;2,95;2,95;2,95;2,95;2,95;2,95;2,95;2,95;2,95;2,95;2,95;2,95;2,95;2,95;2,95;2,95;2,95;2,95;2,95;2,95;2,95;2,95;2,95;2,95;2,95;2,95;2,95;2,95;2,95
IP-0302;Lifestyle;Staking;28.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,11;1,11;1,11;1,11;1,11;1,11;1,11;1,11;1,11;1,11;1,11;1,11;1,11;1,11;1,11;1,11;1,11;1,11;1,11;1,11;1,11;1,11;1,11;1,11;1,11;1,11;1,11;1,11;1,11;1,11;1,11;1,11;1,11;1,11;1,11;1,11;1,11;1,11;1,11;1,11;1,11;1,11;1,11
IP-0303;Politics & News;Staking;28.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6;3,6
IP-0304;Politics & News;Licensing;01.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,08;2,08;2,08;2,08;2,08;2,08;2,08;2,08;2,08;2,08;2,08;2,08;2,08;2,08;2,08;2,08;2,08;2,08;2,08;2,08;2,08;2,08;2,08;2,08;2,08;2,08;2,08;2,08;2,08;2,08;2,08;2,08;2,08;2,08;2,08;2,08;2,08;2,08;2,08;2,08;2,08;2,08
IP-0304;Politics & News;Advertising;01.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1
IP-0305;Health & Wellness;Advertising;01.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
IP-0306;Education;Subscriptions;01.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44;1,44
IP-0307;Education;Staking;01.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,39;3,39;3,39;3,39;3,39;3,39;3,39;3,39;3,39;3,39;3,39;3,39;3,39;3,39;3,39;3,39;3,39;3,39;3,39;3,39;3,39;3,39;3,39;3,39;3,39;3,39;3,39;3,39;3,39;3,39;3,39;3,39;3,39;3,39;3,39;3,39;3,39;3,39;3,39;3,39;3,39;3,39
IP-0308;Health & Wellness;Advertising;01.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,18;3,18;3,18;3,18;3,18;3,18;3,18;3,18;3,18;3,18;3,18;3,18;3,18;3,18;3,18;3,18;3,18;3,18;3,18;3,18;3,18;3,18;3,18;3,18;3,18;3,18;3,18;3,18;3,18;3,18;3,18;3,18;3,18;3,18;3,18;3,18;3,18;3,18;3,18;3,18;3,18;3,18
IP-0308;Health & Wellness;Licensing;01.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,45;4,45;4,45;4,45;4,45;4,45;4,45;4,45;4,45;4,45;4,45;4,45;4,45;4,45;4,45;4,45;4,45;4,45;4,45;4,45;4,45;4,45;4,45;4,45;4,45;4,45;4,45;4,45;4,45;4,45;4,45;4,45;4,45;4,45;4,45;4,45;4,45;4,45;4,45;4,45;4,45;4,45
IP-0309;Media & Entertainment;Subscriptions;01.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,42;4,42;4,42;4,42;4,42;4,42;4,42;4,42;4,42;4,42;4,42;4,42;4,42;4,42;4,42;4,42;4,42;4,42;4,42;4,42;4,42;4,42;4,42;4,42;4,42;4,42;4,42;4,42;4,42;4,42;4,42;4,42;4,42;4,42;4,42;4,42;4,42;4,42;4,42;4,42;4,42;4,42
IP-0310;Finance & Business;Licensing;01.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,75;1,75;1,75;1,75;1,75;1,75;1,75;1,75;1,75;1,75;1,75;1,75;1,75;1,75;1,75;1,75;1,75;1,75;1,75;1,75;1,75;1,75;1,75;1,75;1,75;1,75;1,75;1,75;1,75;1,75;1,75;1,75;1,75;1,75;1,75;1,75;1,75;1,75;1,75;1,75;1,75;1,75
IP-0310;Finance & Business;Subscriptions;01.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,16;3,16;3,16;3,16;3,16;3,16;3,16;3,16;3,16;3,16;3,16;3,16;3,16;3,16;3,16;3,16;3,16;3,16;3,16;3,16;3,16;3,16;3,16;3,16;3,16;3,16;3,16;3,16;3,16;3,16;3,16;3,16;3,16;3,16;3,16;3,16;3,16;3,16;3,16;3,16;3,16;3,16
IP-0311;Health & Wellness;Staking;01.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,21;4,21;4,21;4,21;4,21;4,21;4,21;4,21;4,21;4,21;4,21;4,21;4,21;4,21;4,21;4,21;4,21;4,21;4,21;4,21;4,21;4,21;4,21;4,21;4,21;4,21;4,21;4,21;4,21;4,21;4,21;4,21;4,21;4,21;4,21;4,21;4,21;4,21;4,21;4,21;4,21;4,21
IP-0312;Finance & Business;Advertising;01.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,14;1,14;1,14;1,14;1,14;1,14;1,14;1,14;1,14;1,14;1,14;1,14;1,14;1,14;1,14;1,14;1,14;1,14;1,14;1,14;1,14;1,14;1,14;1,14;1,14;1,14;1,14;1,14;1,14;1,14;1,14;1,14;1,14;1,14;1,14;1,14;1,14;1,14;1,14;1,14;1,14;1,14
IP-0313;Knowledge & Utilities;Subscriptions;01.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96;1,96
IP-0314;Media & Entertainment;Advertising;01.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82;1,82
IP-0315;Technology;Licensing;02.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68;4,68
IP-0316;Politics & News;Advertising;02.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,68;1,68;1,68;1,68;1,68;1,68;1,68;1,68;1,68;1,68;1,68;1,68;1,68;1,68;1,68;1,68;1,68;1,68;1,68;1,68;1,68;1,68;1,68;1,68;1,68;1,68;1,68;1,68;1,68;1,68;1,68;1,68;1,68;1,68;1,68;1,68;1,68;1,68;1,68;1,68;1,68
IP-0317;Technology;Staking;02.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,23;3,23;3,23;3,23;3,23;3,23;3,23;3,23;3,23;3,23;3,23;3,23;3,23;3,23;3,23;3,23;3,23;3,23;3,23;3,23;3,23;3,23;3,23;3,23;3,23;3,23;3,23;3,23;3,23;3,23;3,23;3,23;3,23;3,23;3,23;3,23;3,23;3,23;3,23;3,23;3,23
IP-0317;Technology;Advertising;02.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,64;4,64;4,64;4,64;4,64;4,64;4,64;4,64;4,64;4,64;4,64;4,64;4,64;4,64;4,64;4,64;4,64;4,64;4,64;4,64;4,64;4,64;4,64;4,64;4,64;4,64;4,64;4,64;4,64;4,64;4,64;4,64;4,64;4,64;4,64;4,64;4,64;4,64;4,64;4,64;4,64
IP-0318;Technology;Licensing;02.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,06;1,06;1,06;1,06;1,06;1,06;1,06;1,06;1,06;1,06;1,06;1,06;1,06;1,06;1,06;1,06;1,06;1,06;1,06;1,06;1,06;1,06;1,06;1,06;1,06;1,06;1,06;1,06;1,06;1,06;1,06;1,06;1,06;1,06;1,06;1,06;1,06;1,06;1,06;1,06;1,06
IP-0319;Health & Wellness;Advertising;02.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,4;4,4;4,4;4,4;4,4;4,4;4,4;4,4;4,4;4,4;4,4;4,4;4,4;4,4;4,4;4,4;4,4;4,4;4,4;4,4;4,4;4,4;4,4;4,4;4,4;4,4;4,4;4,4;4,4;4,4;4,4;4,4;4,4;4,4;4,4;4,4;4,4;4,4;4,4;4,4;4,4
IP-0319;Health & Wellness;Licensing;02.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,18;1,18;1,18;1,18;1,18;1,18;1,18;1,18;1,18;1,18;1,18;1,18;1,18;1,18;1,18;1,18;1,18;1,18;1,18;1,18;1,18;1,18;1,18;1,18;1,18;1,18;1,18;1,18;1,18;1,18;1,18;1,18;1,18;1,18;1,18;1,18;1,18;1,18;1,18;1,18;1,18
IP-0320;Lifestyle;Advertising;02.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,73;2,73;2,73;2,73;2,73;2,73;2,73;2,73;2,73;2,73;2,73;2,73;2,73;2,73;2,73;2,73;2,73;2,73;2,73;2,73;2,73;2,73;2,73;2,73;2,73;2,73;2,73;2,73;2,73;2,73;2,73;2,73;2,73;2,73;2,73;2,73;2,73;2,73;2,73;2,73;2,73
IP-0321;Gaming;Advertising;02.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,72;4,72;4,72;4,72;4,72;4,72;4,72;4,72;4,72;4,72;4,72;4,72;4,72;4,72;4,72;4,72;4,72;4,72;4,72;4,72;4,72;4,72;4,72;4,72;4,72;4,72;4,72;4,72;4,72;4,72;4,72;4,72;4,72;4,72;4,72;4,72;4,72;4,72;4,72;4,72;4,72
IP-0322;Publishing;Licensing;02.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72;2,72
IP-0322;Publishing;Advertising;02.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,9;3,9;3,9;3,9;3,9;3,9;3,9;3,9;3,9;3,9;3,9;3,9;3,9;3,9;3,9;3,9;3,9;3,9;3,9;3,9;3,9;3,9;3,9;3,9;3,9;3,9;3,9;3,9;3,9;3,9;3,9;3,9;3,9;3,9;3,9;3,9;3,9;3,9;3,9;3,9;3,9
IP-0323;Media & Entertainment;Staking;02.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,75;2,75;2,75;2,75;2,75;2,75;2,75;2,75;2,75;2,75;2,75;2,75;2,75;2,75;2,75;2,75;2,75;2,75;2,75;2,75;2,75;2,75;2,75;2,75;2,75;2,75;2,75;2,75;2,75;2,75;2,75;2,75;2,75;2,75;2,75;2,75;2,75;2,75;2,75;2,75;2,75
IP-0323;Media & Entertainment;Licensing;02.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47
IP-0324;Publishing;Subscriptions;02.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,19;1,19;1,19;1,19;1,19;1,19;1,19;1,19;1,19;1,19;1,19;1,19;1,19;1,19;1,19;1,19;1,19;1,19;1,19;1,19;1,19;1,19;1,19;1,19;1,19;1,19;1,19;1,19;1,19;1,19;1,19;1,19;1,19;1,19;1,19;1,19;1,19;1,19;1,19;1,19;1,19
IP-0325;Finance & Business;Licensing;02.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,53;1,53;1,53;1,53;1,53;1,53;1,53;1,53;1,53;1,53;1,53;1,53;1,53;1,53;1,53;1,53;1,53;1,53;1,53;1,53;1,53;1,53;1,53;1,53;1,53;1,53;1,53;1,53;1,53;1,53;1,53;1,53;1,53;1,53;1,53;1,53;1,53;1,53;1,53;1,53;1,53
IP-0325;Finance & Business;Advertising;02.03.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5
